id,infinitive,definition,mood,subject,tense,answer
6488,comenzar,"to begin, to start",Indicative,ellas,Future,comenzarán
6489,comenzar,"to begin, to start",Indicative,Uds.,Future,comenzarán
6490,comenzar,"to begin, to start",Subjunctive,yo,Present,comience
6491,comenzar,"to begin, to start",Subjunctive,yo,Imperfect,comenzara
6492,comenzar,"to begin, to start",Subjunctive,yo,Imperfect 2,comenzase
6493,comenzar,"to begin, to start",Subjunctive,yo,Future,comenzare
6494,comenzar,"to begin, to start",Subjunctive,tú,Present,comiences
6495,comenzar,"to begin, to start",Subjunctive,tú,Imperfect,comenzaras
6496,comenzar,"to begin, to start",Subjunctive,tú,Imperfect 2,comenzases
6497,comenzar,"to begin, to start",Subjunctive,tú,Future,comenzares
6498,comenzar,"to begin, to start",Subjunctive,él,Present,comience
6499,comenzar,"to begin, to start",Subjunctive,ella,Present,comience
6500,comenzar,"to begin, to start",Subjunctive,Ud.,Present,comience
6501,comenzar,"to begin, to start",Subjunctive,él,Imperfect,comenzara
6502,comenzar,"to begin, to start",Subjunctive,ella,Imperfect,comenzara
6503,comenzar,"to begin, to start",Subjunctive,Ud.,Imperfect,comenzara
6504,comenzar,"to begin, to start",Subjunctive,él,Imperfect 2,comenzase
6505,comenzar,"to begin, to start",Subjunctive,ella,Imperfect 2,comenzase
6506,comenzar,"to begin, to start",Subjunctive,Ud.,Imperfect 2,comenzase
6507,comenzar,"to begin, to start",Subjunctive,él,Future,comenzare
6508,comenzar,"to begin, to start",Subjunctive,ella,Future,comenzare
6509,comenzar,"to begin, to start",Subjunctive,Ud.,Future,comenzare
6510,comenzar,"to begin, to start",Subjunctive,nosotros,Present,comencemos
6511,comenzar,"to begin, to start",Subjunctive,nosotros,Imperfect,comenzáramos
6512,comenzar,"to begin, to start",Subjunctive,nosotros,Imperfect 2,comenzásemos
6513,comenzar,"to begin, to start",Subjunctive,nosotros,Future,comenzáremos
6514,comenzar,"to begin, to start",Subjunctive,vosotros,Present,comencéis
6515,comenzar,"to begin, to start",Subjunctive,vosotros,Imperfect,comenzarais
6516,comenzar,"to begin, to start",Subjunctive,vosotros,Imperfect 2,comenzaseis
6517,comenzar,"to begin, to start",Subjunctive,vosotros,Future,comenzareis
6518,comenzar,"to begin, to start",Subjunctive,ellos,Present,comiencen
6519,comenzar,"to begin, to start",Subjunctive,ellas,Present,comiencen
6520,comenzar,"to begin, to start",Subjunctive,Uds.,Present,comiencen
6521,comenzar,"to begin, to start",Subjunctive,ellos,Imperfect,comenzaran
6522,comenzar,"to begin, to start",Subjunctive,ellas,Imperfect,comenzaran
6523,comenzar,"to begin, to start",Subjunctive,Uds.,Imperfect,comenzaran
6524,comenzar,"to begin, to start",Subjunctive,ellos,Imperfect 2,comenzasen
6525,comenzar,"to begin, to start",Subjunctive,ellas,Imperfect 2,comenzasen
6526,comenzar,"to begin, to start",Subjunctive,Uds.,Imperfect 2,comenzasen
6527,comenzar,"to begin, to start",Subjunctive,ellos,Future,comenzaren
6528,comenzar,"to begin, to start",Subjunctive,ellas,Future,comenzaren
6529,comenzar,"to begin, to start",Subjunctive,Uds.,Future,comenzaren
6530,comenzar,"to begin, to start",Imperative,tú,Affirmative,comienza
6531,comenzar,"to begin, to start",Imperative,tú,Negative,no comiences
6532,comenzar,"to begin, to start",Imperative,Ud.,Affirmative,comience
6533,comenzar,"to begin, to start",Imperative,Ud.,Negative,no comience
6534,comenzar,"to begin, to start",Imperative,nosotros,Affirmative,comencemos
6535,comenzar,"to begin, to start",Imperative,nosotros,Negative,no comencemos
6536,comenzar,"to begin, to start",Imperative,vosotros,Affirmative,comenzad
6537,comenzar,"to begin, to start",Imperative,vosotros,Negative,no comencéis
6538,comenzar,"to begin, to start",Imperative,Uds.,Affirmative,comiencen
6539,comenzar,"to begin, to start",Imperative,Uds.,Negative,no comiencen
6540,comenzar,"to begin, to start",Continuous (Progressive),yo,Present,estoy comenzando
6541,comenzar,"to begin, to start",Continuous (Progressive),yo,Preterite,estuve comenzando
6542,comenzar,"to begin, to start",Continuous (Progressive),yo,Imperfect,estaba comenzando
6543,comenzar,"to begin, to start",Continuous (Progressive),yo,Conditional,estaría comenzando
6544,comenzar,"to begin, to start",Continuous (Progressive),yo,Future,estaré comenzando
6545,comenzar,"to begin, to start",Continuous (Progressive),tú,Present,estás comenzando
6546,comenzar,"to begin, to start",Continuous (Progressive),tú,Preterite,estuviste comenzando
6547,comenzar,"to begin, to start",Continuous (Progressive),tú,Imperfect,estabas comenzando
6548,comenzar,"to begin, to start",Continuous (Progressive),tú,Conditional,estarías comenzando
6549,comenzar,"to begin, to start",Continuous (Progressive),tú,Future,estarás comenzando
6550,comenzar,"to begin, to start",Continuous (Progressive),él,Present,está comenzando
6551,comenzar,"to begin, to start",Continuous (Progressive),ella,Present,está comenzando
6552,comenzar,"to begin, to start",Continuous (Progressive),Ud.,Present,está comenzando
6553,comenzar,"to begin, to start",Continuous (Progressive),él,Preterite,estuvo comenzando
6554,comenzar,"to begin, to start",Continuous (Progressive),ella,Preterite,estuvo comenzando
6555,comenzar,"to begin, to start",Continuous (Progressive),Ud.,Preterite,estuvo comenzando
6556,comenzar,"to begin, to start",Continuous (Progressive),él,Imperfect,estaba comenzando
6557,comenzar,"to begin, to start",Continuous (Progressive),ella,Imperfect,estaba comenzando
6558,comenzar,"to begin, to start",Continuous (Progressive),Ud.,Imperfect,estaba comenzando
6559,comenzar,"to begin, to start",Continuous (Progressive),él,Conditional,estaría comenzando
6560,comenzar,"to begin, to start",Continuous (Progressive),ella,Conditional,estaría comenzando
6561,comenzar,"to begin, to start",Continuous (Progressive),Ud.,Conditional,estaría comenzando
6562,comenzar,"to begin, to start",Continuous (Progressive),él,Future,estará comenzando
6563,comenzar,"to begin, to start",Continuous (Progressive),ella,Future,estará comenzando
6564,comenzar,"to begin, to start",Continuous (Progressive),Ud.,Future,estará comenzando
6565,comenzar,"to begin, to start",Continuous (Progressive),nosotros,Present,estamos comenzando
6566,comenzar,"to begin, to start",Continuous (Progressive),nosotros,Preterite,estuvimos comenzando
6567,comenzar,"to begin, to start",Continuous (Progressive),nosotros,Imperfect,estábamos comenzando
6568,comenzar,"to begin, to start",Continuous (Progressive),nosotros,Conditional,estaríamos comenzando
6569,comenzar,"to begin, to start",Continuous (Progressive),nosotros,Future,estaremos comenzando
6570,comenzar,"to begin, to start",Continuous (Progressive),vosotros,Present,estáis comenzando
6571,comenzar,"to begin, to start",Continuous (Progressive),vosotros,Preterite,estuvisteis comenzando
6572,comenzar,"to begin, to start",Continuous (Progressive),vosotros,Imperfect,estabais comenzando
6573,comenzar,"to begin, to start",Continuous (Progressive),vosotros,Conditional,estaríais comenzando
6574,comenzar,"to begin, to start",Continuous (Progressive),vosotros,Future,estaréis comenzando
6575,comenzar,"to begin, to start",Continuous (Progressive),ellos,Present,están comenzando
6576,comenzar,"to begin, to start",Continuous (Progressive),ellas,Present,están comenzando
6577,comenzar,"to begin, to start",Continuous (Progressive),Uds.,Present,están comenzando
6578,comenzar,"to begin, to start",Continuous (Progressive),ellos,Preterite,estuvieron comenzando
6579,comenzar,"to begin, to start",Continuous (Progressive),ellas,Preterite,estuvieron comenzando
6580,comenzar,"to begin, to start",Continuous (Progressive),Uds.,Preterite,estuvieron comenzando
6581,comenzar,"to begin, to start",Continuous (Progressive),ellos,Imperfect,estaban comenzando
6582,comenzar,"to begin, to start",Continuous (Progressive),ellas,Imperfect,estaban comenzando
6583,comenzar,"to begin, to start",Continuous (Progressive),Uds.,Imperfect,estaban comenzando
6584,comenzar,"to begin, to start",Continuous (Progressive),ellos,Conditional,estarían comenzando
6585,comenzar,"to begin, to start",Continuous (Progressive),ellas,Conditional,estarían comenzando
6586,comenzar,"to begin, to start",Continuous (Progressive),Uds.,Conditional,estarían comenzando
6587,comenzar,"to begin, to start",Continuous (Progressive),ellos,Future,estarán comenzando
6588,comenzar,"to begin, to start",Continuous (Progressive),ellas,Future,estarán comenzando
6589,comenzar,"to begin, to start",Continuous (Progressive),Uds.,Future,estarán comenzando
6590,comenzar,"to begin, to start",Perfect,yo,Present,he comenzado
6591,comenzar,"to begin, to start",Perfect,yo,Preterite,hube comenzado
6592,comenzar,"to begin, to start",Perfect,yo,Past,había comenzado
6593,comenzar,"to begin, to start",Perfect,yo,Conditional,habría comenzado
6594,comenzar,"to begin, to start",Perfect,yo,Future,habré comenzado
6595,comenzar,"to begin, to start",Perfect,tú,Present,has comenzado
6596,comenzar,"to begin, to start",Perfect,tú,Preterite,hubiste comenzado
6597,comenzar,"to begin, to start",Perfect,tú,Past,habías comenzado
6598,comenzar,"to begin, to start",Perfect,tú,Conditional,habrías comenzado
6599,comenzar,"to begin, to start",Perfect,tú,Future,habrás comenzado
6600,comenzar,"to begin, to start",Perfect,él,Present,ha comenzado
6601,comenzar,"to begin, to start",Perfect,ella,Present,ha comenzado
6602,comenzar,"to begin, to start",Perfect,Ud.,Present,ha comenzado
6603,comenzar,"to begin, to start",Perfect,él,Preterite,hubo comenzado
6604,comenzar,"to begin, to start",Perfect,ella,Preterite,hubo comenzado
6605,comenzar,"to begin, to start",Perfect,Ud.,Preterite,hubo comenzado
6606,comenzar,"to begin, to start",Perfect,él,Past,había comenzado
6607,comenzar,"to begin, to start",Perfect,ella,Past,había comenzado
6608,comenzar,"to begin, to start",Perfect,Ud.,Past,había comenzado
6609,comenzar,"to begin, to start",Perfect,él,Conditional,habría comenzado
6610,comenzar,"to begin, to start",Perfect,ella,Conditional,habría comenzado
6611,comenzar,"to begin, to start",Perfect,Ud.,Conditional,habría comenzado
6612,comenzar,"to begin, to start",Perfect,él,Future,habrá comenzado
6613,comenzar,"to begin, to start",Perfect,ella,Future,habrá comenzado
6614,comenzar,"to begin, to start",Perfect,Ud.,Future,habrá comenzado
6615,comenzar,"to begin, to start",Perfect,nosotros,Present,hemos comenzado
6616,comenzar,"to begin, to start",Perfect,nosotros,Preterite,hubimos comenzado
6617,comenzar,"to begin, to start",Perfect,nosotros,Past,habíamos comenzado
6618,comenzar,"to begin, to start",Perfect,nosotros,Conditional,habríamos comenzado
6619,comenzar,"to begin, to start",Perfect,nosotros,Future,habremos comenzado
6620,comenzar,"to begin, to start",Perfect,vosotros,Present,habéis comenzado
6621,comenzar,"to begin, to start",Perfect,vosotros,Preterite,hubisteis comenzado
6622,comenzar,"to begin, to start",Perfect,vosotros,Past,habíais comenzado
6623,comenzar,"to begin, to start",Perfect,vosotros,Conditional,habríais comenzado
6624,comenzar,"to begin, to start",Perfect,vosotros,Future,habréis comenzado
6625,comenzar,"to begin, to start",Perfect,ellos,Present,han comenzado
6626,comenzar,"to begin, to start",Perfect,ellas,Present,han comenzado
6627,comenzar,"to begin, to start",Perfect,Uds.,Present,han comenzado
6628,comenzar,"to begin, to start",Perfect,ellos,Preterite,hubieron comenzado
6629,comenzar,"to begin, to start",Perfect,ellas,Preterite,hubieron comenzado
6630,comenzar,"to begin, to start",Perfect,Uds.,Preterite,hubieron comenzado
6631,comenzar,"to begin, to start",Perfect,ellos,Past,habían comenzado
6632,comenzar,"to begin, to start",Perfect,ellas,Past,habían comenzado
6633,comenzar,"to begin, to start",Perfect,Uds.,Past,habían comenzado
6634,comenzar,"to begin, to start",Perfect,ellos,Conditional,habrían comenzado
6635,comenzar,"to begin, to start",Perfect,ellas,Conditional,habrían comenzado
6636,comenzar,"to begin, to start",Perfect,Uds.,Conditional,habrían comenzado
6637,comenzar,"to begin, to start",Perfect,ellos,Future,habrán comenzado
6638,comenzar,"to begin, to start",Perfect,ellas,Future,habrán comenzado
6639,comenzar,"to begin, to start",Perfect,Uds.,Future,habrán comenzado
6640,comenzar,"to begin, to start",Perfect Subjunctive,yo,Present,haya comenzado
6641,comenzar,"to begin, to start",Perfect Subjunctive,yo,Past,hubiera comenzado
6642,comenzar,"to begin, to start",Perfect Subjunctive,yo,Future,hubiere comenzado
6643,comenzar,"to begin, to start",Perfect Subjunctive,tú,Present,hayas comenzado
6644,comenzar,"to begin, to start",Perfect Subjunctive,tú,Past,hubieras comenzado
6645,comenzar,"to begin, to start",Perfect Subjunctive,tú,Future,hubieres comenzado
6646,comenzar,"to begin, to start",Perfect Subjunctive,él,Present,haya comenzado
6647,comenzar,"to begin, to start",Perfect Subjunctive,ella,Present,haya comenzado
6648,comenzar,"to begin, to start",Perfect Subjunctive,Ud.,Present,haya comenzado
6649,comenzar,"to begin, to start",Perfect Subjunctive,él,Past,hubiera comenzado
6650,comenzar,"to begin, to start",Perfect Subjunctive,ella,Past,hubiera comenzado
6651,comenzar,"to begin, to start",Perfect Subjunctive,Ud.,Past,hubiera comenzado
6652,comenzar,"to begin, to start",Perfect Subjunctive,él,Future,hubiere comenzado
6653,comenzar,"to begin, to start",Perfect Subjunctive,ella,Future,hubiere comenzado
6654,comenzar,"to begin, to start",Perfect Subjunctive,Ud.,Future,hubiere comenzado
6655,comenzar,"to begin, to start",Perfect Subjunctive,nosotros,Present,hayamos comenzado
6656,comenzar,"to begin, to start",Perfect Subjunctive,nosotros,Past,hubiéramos comenzado
6657,comenzar,"to begin, to start",Perfect Subjunctive,nosotros,Future,hubiéremos comenzado
6658,comenzar,"to begin, to start",Perfect Subjunctive,vosotros,Present,hayáis comenzado
6659,comenzar,"to begin, to start",Perfect Subjunctive,vosotros,Past,hubierais comenzado
6660,comenzar,"to begin, to start",Perfect Subjunctive,vosotros,Future,hubiereis comenzado
6661,comenzar,"to begin, to start",Perfect Subjunctive,ellos,Present,hayan comenzado
6662,comenzar,"to begin, to start",Perfect Subjunctive,ellas,Present,hayan comenzado
6663,comenzar,"to begin, to start",Perfect Subjunctive,Uds.,Present,hayan comenzado
6664,comenzar,"to begin, to start",Perfect Subjunctive,ellos,Past,hubieran comenzado
6665,comenzar,"to begin, to start",Perfect Subjunctive,ellas,Past,hubieran comenzado
6666,comenzar,"to begin, to start",Perfect Subjunctive,Uds.,Past,hubieran comenzado
6667,comenzar,"to begin, to start",Perfect Subjunctive,ellos,Future,hubieren comenzado
6668,comenzar,"to begin, to start",Perfect Subjunctive,ellas,Future,hubieren comenzado
6669,comenzar,"to begin, to start",Perfect Subjunctive,Uds.,Future,hubieren comenzado
6670,comer,to eat,Indicative,yo,Present,como
6671,comer,to eat,Indicative,yo,Preterite,comí
6672,comer,to eat,Indicative,yo,Imperfect,comía
6673,comer,to eat,Indicative,yo,Conditional,comería
6674,comer,to eat,Indicative,yo,Future,comeré
6675,comer,to eat,Indicative,tú,Present,comes
6676,comer,to eat,Indicative,tú,Preterite,comiste
6677,comer,to eat,Indicative,tú,Imperfect,comías
6678,comer,to eat,Indicative,tú,Conditional,comerías
6679,comer,to eat,Indicative,tú,Future,comerás
6680,comer,to eat,Indicative,él,Present,come
6681,comer,to eat,Indicative,ella,Present,come
6682,comer,to eat,Indicative,Ud.,Present,come
6683,comer,to eat,Indicative,él,Preterite,comió
6684,comer,to eat,Indicative,ella,Preterite,comió
6685,comer,to eat,Indicative,Ud.,Preterite,comió
6686,comer,to eat,Indicative,él,Imperfect,comía
6687,comer,to eat,Indicative,ella,Imperfect,comía
6688,comer,to eat,Indicative,Ud.,Imperfect,comía
6689,comer,to eat,Indicative,él,Conditional,comería
6690,comer,to eat,Indicative,ella,Conditional,comería
6691,comer,to eat,Indicative,Ud.,Conditional,comería
6692,comer,to eat,Indicative,él,Future,comerá
6693,comer,to eat,Indicative,ella,Future,comerá
6694,comer,to eat,Indicative,Ud.,Future,comerá
6695,comer,to eat,Indicative,nosotros,Present,comemos
6696,comer,to eat,Indicative,nosotros,Preterite,comimos
6697,comer,to eat,Indicative,nosotros,Imperfect,comíamos
6698,comer,to eat,Indicative,nosotros,Conditional,comeríamos
6699,comer,to eat,Indicative,nosotros,Future,comeremos
6700,comer,to eat,Indicative,vosotros,Present,coméis
6701,comer,to eat,Indicative,vosotros,Preterite,comisteis
6702,comer,to eat,Indicative,vosotros,Imperfect,comíais
6703,comer,to eat,Indicative,vosotros,Conditional,comeríais
6704,comer,to eat,Indicative,vosotros,Future,comeréis
6705,comer,to eat,Indicative,ellos,Present,comen
6706,comer,to eat,Indicative,ellas,Present,comen
6707,comer,to eat,Indicative,Uds.,Present,comen
6708,comer,to eat,Indicative,ellos,Preterite,comieron
6709,comer,to eat,Indicative,ellas,Preterite,comieron
